"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response","present","setSize","conjuction","task","correct","stimulus"
"","1283","canvas-keyboard-response","65","151130","0.0-1.0-0.32","f","true","40","false","response","true",""
"","null","html-keyboard-response","66","152646","0.0-1.0-1.32","null","","","","","","Correct!"
"","942","canvas-keyboard-response","67","154093","0.0-1.0-0.33","f","true","30","true","response","true",""
"","null","html-keyboard-response","68","155606","0.0-1.0-1.33","null","","","","","","Correct!"
"","883","canvas-keyboard-response","69","156994","0.0-1.0-0.34","f","true","20","false","response","true",""
"","null","html-keyboard-response","70","158502","0.0-1.0-1.34","null","","","","","","Correct!"
"","1568","canvas-keyboard-response","71","160575","0.0-1.0-0.35","j","false","30","false","response","true",""
"","null","html-keyboard-response","72","162086","0.0-1.0-1.35","null","","","","","","Correct!"
"","1160","canvas-keyboard-response","73","163750","0.0-1.0-0.36","f","true","40","true","response","true",""
"","null","html-keyboard-response","74","165262","0.0-1.0-1.36","null","","","","","","Correct!"
"","963","canvas-keyboard-response","75","166730","0.0-1.0-0.37","j","false","10","true","response","true",""
"","null","html-keyboard-response","76","168246","0.0-1.0-1.37","null","","","","","","Correct!"
"","1080","canvas-keyboard-response","77","169830","0.0-1.0-0.38","f","true","20","true","response","true",""
"","null","html-keyboard-response","78","171342","0.0-1.0-1.38","null","","","","","","Correct!"
"","1240","canvas-keyboard-response","79","173086","0.0-1.0-0.39","j","false","20","true","response","true",""
"","null","html-keyboard-response","80","174598","0.0-1.0-1.39","null","","","","","","Correct!"
"","768","canvas-keyboard-response","81","175870","0.0-1.0-0.40","j","false","10","true","response","true",""
"","null","html-keyboard-response","82","177382","0.0-1.0-1.40","null","","","","","","Correct!"
"","756","canvas-keyboard-response","83","178642","0.0-1.0-0.41","f","true","20","false","response","true",""
"","null","html-keyboard-response","84","180158","0.0-1.0-1.41","null","","","","","","Correct!"
"","915","canvas-keyboard-response","85","181578","0.0-1.0-0.42","j","false","20","false","response","true",""
"","null","html-keyboard-response","86","183094","0.0-1.0-1.42","null","","","","","","Correct!"
"","898","canvas-keyboard-response","87","184496","0.0-1.0-0.43","f","true","30","false","response","true",""
"","null","html-keyboard-response","88","186006","0.0-1.0-1.43","null","","","","","","Correct!"
"","1325","canvas-keyboard-response","89","187836","0.0-1.0-0.44","j","false","30","true","response","true",""
"","null","html-keyboard-response","90","189350","0.0-1.0-1.44","null","","","","","","Correct!"
"","1339","canvas-keyboard-response","91","191193","0.0-1.0-0.45","j","false","30","false","response","true",""
"","null","html-keyboard-response","92","192702","0.0-1.0-1.45","null","","","","","","Correct!"
"","797","canvas-keyboard-response","93","194003","0.0-1.0-0.46","f","true","20","false","response","true",""
"","null","html-keyboard-response","94","195518","0.0-1.0-1.46","null","","","","","","Correct!"
"","763","canvas-keyboard-response","95","196785","0.0-1.0-0.47","j","false","10","true","response","true",""
"","null","html-keyboard-response","96","198294","0.0-1.0-1.47","null","","","","","","Correct!"
"","1620","canvas-keyboard-response","97","200419","0.0-1.0-0.48","j","false","40","true","response","true",""
"","null","html-keyboard-response","98","201934","0.0-1.0-1.48","null","","","","","","Correct!"
"","835","canvas-keyboard-response","99","203273","0.0-1.0-0.49","f","true","10","true","response","true",""
"","null","html-keyboard-response","100","204782","0.0-1.0-1.49","null","","","","","","Correct!"
"","822","canvas-keyboard-response","101","206108","0.0-1.0-0.50","j","false","10","true","response","true",""
"","null","html-keyboard-response","102","207622","0.0-1.0-1.50","null","","","","","","Correct!"
"","1326","canvas-keyboard-response","103","209453","0.0-1.0-0.51","f","true","10","true","response","true",""
"","null","html-keyboard-response","104","210966","0.0-1.0-1.51","null","","","","","","Correct!"
"","972","canvas-keyboard-response","105","212443","0.0-1.0-0.52","j","false","20","true","response","true",""
"","null","html-keyboard-response","106","213958","0.0-1.0-1.52","null","","","","","","Correct!"
"","2600","canvas-keyboard-response","107","217062","0.0-1.0-0.53","j","false","40","true","response","true",""
"","null","html-keyboard-response","108","218574","0.0-1.0-1.53","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1525","canvas-keyboard-response","109","220604","0.0-1.0-0.54","j","false","30","false","response","true",""
"","null","html-keyboard-response","110","222118","0.0-1.0-1.54","null","","","","","","Correct!"
"","723","canvas-keyboard-response","111","223346","0.0-1.0-0.55","f","true","20","false","response","true",""
"","null","html-keyboard-response","112","224862","0.0-1.0-1.55","null","","","","","","Correct!"
"","976","canvas-keyboard-response","113","226342","0.0-1.0-0.56","j","false","10","false","response","true",""
"","null","html-keyboard-response","114","227854","0.0-1.0-1.56","null","","","","","","Correct!"
"","850","canvas-keyboard-response","115","229209","0.0-1.0-0.57","j","false","30","false","response","true",""
"","null","html-keyboard-response","116","230718","0.0-1.0-1.57","null","","","","","","Correct!"
"","750","canvas-keyboard-response","117","231972","0.0-1.0-0.58","f","true","20","false","response","true",""
"","null","html-keyboard-response","118","233486","0.0-1.0-1.58","null","","","","","","Correct!"
"","1525","canvas-keyboard-response","119","235515","0.0-1.0-0.59","f","true","10","true","response","true",""
"","null","html-keyboard-response","120","237030","0.0-1.0-1.59","null","","","","","","Correct!"
"","1184","canvas-keyboard-response","121","238719","0.0-1.0-0.60","f","true","40","false","response","true",""
"","null","html-keyboard-response","122","240230","0.0-1.0-1.60","null","","","","","","Correct!"
"","780","canvas-keyboard-response","123","241515","0.0-1.0-0.61","f","true","40","false","response","true",""
"","null","html-keyboard-response","124","243030","0.0-1.0-1.61","null","","","","","","Correct!"
"","1168","canvas-keyboard-response","125","244703","0.0-1.0-0.62","j","false","10","false","response","true",""
"","null","html-keyboard-response","126","246214","0.0-1.0-1.62","null","","","","","","Correct!"
"","716","canvas-keyboard-response","127","247435","0.0-1.0-0.63","f","true","10","false","response","true",""
"","null","html-keyboard-response","128","248950","0.0-1.0-1.63","null","","","","","","Correct!"
"","789","canvas-keyboard-response","129","250243","0.0-1.0-0.64","f","true","20","false","response","true",""
"","null","html-keyboard-response","130","251758","0.0-1.0-1.64","null","","","","","","Correct!"
"","1859","canvas-keyboard-response","131","254122","0.0-1.0-0.65","j","false","40","true","response","true",""
"","null","html-keyboard-response","132","255638","0.0-1.0-1.65","null","","","","","","Correct!"
"","720","canvas-keyboard-response","133","256862","0.0-1.0-0.66","f","true","10","false","response","true",""
"","null","html-keyboard-response","134","258374","0.0-1.0-1.66","null","","","","","","Correct!"
"","829","canvas-keyboard-response","135","259707","0.0-1.0-0.67","j","false","10","false","response","true",""
"","null","html-keyboard-response","136","261222","0.0-1.0-1.67","null","","","","","","Correct!"
"","1833","canvas-keyboard-response","137","263560","0.0-1.0-0.68","j","false","30","false","response","true",""
"","null","html-keyboard-response","138","265070","0.0-1.0-1.68","null","","","","","","Correct!"
"","1297","canvas-keyboard-response","139","266871","0.0-1.0-0.69","j","false","10","false","response","true",""
"","null","html-keyboard-response","140","268382","0.0-1.0-1.69","null","","","","","","Correct!"
"","634","canvas-keyboard-response","141","269521","0.0-1.0-0.70","f","true","20","false","response","true",""
"","null","html-keyboard-response","142","271030","0.0-1.0-1.70","null","","","","","","Correct!"
"","850","canvas-keyboard-response","143","272385","0.0-1.0-0.71","j","false","20","false","response","true",""
"","null","html-keyboard-response","144","273894","0.0-1.0-1.71","null","","","","","","Correct!"
"","1115","canvas-keyboard-response","145","275514","0.0-1.0-0.72","j","false","20","true","response","true",""
"","null","html-keyboard-response","146","277030","0.0-1.0-1.72","null","","","","","","Correct!"
"","1131","canvas-keyboard-response","147","278666","0.0-1.0-0.73","j","false","10","true","response","true",""
"","null","html-keyboard-response","148","280182","0.0-1.0-1.73","null","","","","","","Correct!"
"","1533","canvas-keyboard-response","149","282220","0.0-1.0-0.74","j","false","30","true","response","true",""
"","null","html-keyboard-response","150","283734","0.0-1.0-1.74","null","","","","","","Correct!"
"","787","canvas-keyboard-response","151","285026","0.0-1.0-0.75","j","false","10","true","response","true",""
"","null","html-keyboard-response","152","286542","0.0-1.0-1.75","null","","","","","","Correct!"
"","710","canvas-keyboard-response","153","287757","0.0-1.0-0.76","j","false","10","false","response","true",""
"","null","html-keyboard-response","154","289270","0.0-1.0-1.76","null","","","","","","Correct!"
"","1272","canvas-keyboard-response","155","291046","0.0-1.0-0.77","f","true","30","true","response","true",""
"","null","html-keyboard-response","156","292558","0.0-1.0-1.77","null","","","","","","Correct!"
"","1494","canvas-keyboard-response","157","294557","0.0-1.0-0.78","f","true","40","true","response","true",""
"","null","html-keyboard-response","158","296070","0.0-1.0-1.78","null","","","","","","Correct!"
"","1055","canvas-keyboard-response","159","297630","0.0-1.0-0.79","j","false","20","true","response","true",""
"","null","html-keyboard-response","160","299142","0.0-1.0-1.79","null","","","","","","Correct!"
"","1428","canvas-keyboard-response","161","301075","0.0-1.0-0.80","j","false","40","false","response","true",""
"","null","html-keyboard-response","162","302590","0.0-1.0-1.80","null","","","","","","Correct!"
"","1038","canvas-keyboard-response","163","304133","0.0-1.0-0.81","j","false","20","true","response","true",""
"","null","html-keyboard-response","164","305646","0.0-1.0-1.81","null","","","","","","Correct!"
"","1039","canvas-keyboard-response","165","307190","0.0-1.0-0.82","f","true","20","true","response","true",""
"","null","html-keyboard-response","166","308702","0.0-1.0-1.82","null","","","","","","Correct!"
"","974","canvas-keyboard-response","167","310181","0.0-1.0-0.83","f","true","10","false","response","true",""
"","null","html-keyboard-response","168","311694","0.0-1.0-1.83","null","","","","","","Correct!"
"","951","canvas-keyboard-response","169","313150","0.0-1.0-0.84","j","false","20","false","response","true",""
"","null","html-keyboard-response","170","314662","0.0-1.0-1.84","null","","","","","","Correct!"
"","963","canvas-keyboard-response","171","316129","0.0-1.0-0.85","f","true","40","false","response","true",""
"","null","html-keyboard-response","172","317646","0.0-1.0-1.85","null","","","","","","Correct!"
"","2989","canvas-keyboard-response","173","321140","0.0-1.0-0.86","j","false","40","true","response","true",""
"","null","html-keyboard-response","174","322654","0.0-1.0-1.86","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","821","canvas-keyboard-response","175","323980","0.0-1.0-0.87","f","true","40","false","response","true",""
"","null","html-keyboard-response","176","325494","0.0-1.0-1.87","null","","","","","","Correct!"
"","982","canvas-keyboard-response","177","326981","0.0-1.0-0.88","f","true","30","true","response","true",""
"","null","html-keyboard-response","178","328494","0.0-1.0-1.88","null","","","","","","Correct!"
"","982","canvas-keyboard-response","179","329981","0.0-1.0-0.89","f","true","10","true","response","true",""
"","null","html-keyboard-response","180","331494","0.0-1.0-1.89","null","","","","","","Correct!"
"","911","canvas-keyboard-response","181","332910","0.0-1.0-0.90","f","true","30","true","response","true",""
"","null","html-keyboard-response","182","334422","0.0-1.0-1.90","null","","","","","","Correct!"
"","1147","canvas-keyboard-response","183","336074","0.0-1.0-0.91","j","false","30","true","response","true",""
"","null","html-keyboard-response","184","337590","0.0-1.0-1.91","null","","","","","","Correct!"
"","901","canvas-keyboard-response","185","338996","0.0-1.0-0.92","j","false","10","false","response","true",""
"","null","html-keyboard-response","186","340510","0.0-1.0-1.92","null","","","","","","Correct!"
"","703","canvas-keyboard-response","187","341718","0.0-1.0-0.93","f","true","40","false","response","true",""
"","null","html-keyboard-response","188","343230","0.0-1.0-1.93","null","","","","","","Correct!"
"","1496","canvas-keyboard-response","189","345231","0.0-1.0-0.94","j","false","30","false","response","true",""
"","null","html-keyboard-response","190","346742","0.0-1.0-1.94","null","","","","","","Correct!"
"","1532","canvas-keyboard-response","191","348778","0.0-1.0-0.95","j","false","30","true","response","true",""
"","null","html-keyboard-response","192","350294","0.0-1.0-1.95","null","","","","","","Correct!"
"","825","canvas-keyboard-response","193","351624","0.0-1.0-0.96","j","false","10","true","response","true",""
"","null","html-keyboard-response","194","353134","0.0-1.0-1.96","null","","","","","","Correct!"
"","875","canvas-keyboard-response","195","354513","0.0-1.0-0.97","j","false","40","false","response","true",""
"","null","html-keyboard-response","196","356030","0.0-1.0-1.97","null","","","","","","Correct!"
"","560","canvas-keyboard-response","197","357094","0.0-1.0-0.98","j","false","10","false","response","true",""
"","null","html-keyboard-response","198","358606","0.0-1.0-1.98","null","","","","","","Correct!"
"","1036","canvas-keyboard-response","199","360146","0.0-1.0-0.99","f","true","30","false","response","true",""
"","null","html-keyboard-response","200","361662","0.0-1.0-1.99","null","","","","","","Correct!"
"","830","canvas-keyboard-response","201","362997","0.0-1.0-0.100","j","false","20","true","response","true",""
"","null","html-keyboard-response","202","364510","0.0-1.0-1.100","null","","","","","","Correct!"
"","709","canvas-keyboard-response","203","365723","0.0-1.0-0.101","f","true","30","false","response","true",""
"","null","html-keyboard-response","204","367238","0.0-1.0-1.101","null","","","","","","Correct!"
"","1413","canvas-keyboard-response","205","369155","0.0-1.0-0.102","f","true","10","true","response","true",""
"","null","html-keyboard-response","206","370670","0.0-1.0-1.102","null","","","","","","Correct!"
"","1424","canvas-keyboard-response","207","372598","0.0-1.0-0.103","j","false","30","false","response","true",""
"","null","html-keyboard-response","208","374110","0.0-1.0-1.103","null","","","","","","Correct!"
"","759","canvas-keyboard-response","209","375374","0.0-1.0-0.104","j","false","30","false","response","true",""
"","null","html-keyboard-response","210","376886","0.0-1.0-1.104","null","","","","","","Correct!"
"","849","canvas-keyboard-response","211","378240","0.0-1.0-0.105","j","false","10","true","response","true",""
"","null","html-keyboard-response","212","379750","0.0-1.0-1.105","null","","","","","","Correct!"
"","765","canvas-keyboard-response","213","381020","0.0-1.0-0.106","j","false","40","false","response","true",""
"","null","html-keyboard-response","214","382534","0.0-1.0-1.106","null","","","","","","Correct!"
"","1374","canvas-keyboard-response","215","384413","0.0-1.0-0.107","f","true","10","true","response","true",""
"","null","html-keyboard-response","216","385926","0.0-1.0-1.107","null","","","","","","Correct!"
"","1884","canvas-keyboard-response","217","388315","0.0-1.0-0.108","f","true","40","true","response","true",""
"","null","html-keyboard-response","218","389830","0.0-1.0-1.108","null","","","","","","Correct!"
"","1030","canvas-keyboard-response","219","391364","0.0-1.0-0.109","f","true","20","false","response","true",""
"","null","html-keyboard-response","220","392878","0.0-1.0-1.109","null","","","","","","Correct!"
"","979","canvas-keyboard-response","221","394362","0.0-1.0-0.110","f","true","40","false","response","true",""
"","null","html-keyboard-response","222","395878","0.0-1.0-1.110","null","","","","","","Correct!"
"","873","canvas-keyboard-response","223","397256","0.0-1.0-0.111","j","false","40","false","response","true",""
"","null","html-keyboard-response","224","398766","0.0-1.0-1.111","null","","","","","","Correct!"
"","844","canvas-keyboard-response","225","400114","0.0-1.0-0.112","j","false","40","false","response","true",""
"","null","html-keyboard-response","226","401630","0.0-1.0-1.112","null","","","","","","Correct!"
"","690","canvas-keyboard-response","227","402824","0.0-1.0-0.113","j","false","20","false","response","true",""
"","null","html-keyboard-response","228","404334","0.0-1.0-1.113","null","","","","","","Correct!"
"","780","canvas-keyboard-response","229","405619","0.0-1.0-0.114","j","false","40","false","response","true",""
"","null","html-keyboard-response","230","407134","0.0-1.0-1.114","null","","","","","","Correct!"
"","871","canvas-keyboard-response","231","408509","0.0-1.0-0.115","f","true","40","false","response","true",""
"","null","html-keyboard-response","232","410022","0.0-1.0-1.115","null","","","","","","Correct!"
"","624","canvas-keyboard-response","233","411151","0.0-1.0-0.116","j","false","30","false","response","true",""
"","null","html-keyboard-response","234","412662","0.0-1.0-1.116","null","","","","","","Correct!"
"","801","canvas-keyboard-response","235","413968","0.0-1.0-0.117","j","false","40","false","response","true",""
"","null","html-keyboard-response","236","415478","0.0-1.0-1.117","null","","","","","","Correct!"
"","761","canvas-keyboard-response","237","416743","0.0-1.0-0.118","f","true","30","false","response","true",""
"","null","html-keyboard-response","238","418254","0.0-1.0-1.118","null","","","","","","Correct!"
"","614","canvas-keyboard-response","239","419372","0.0-1.0-0.119","j","false","40","false","response","true",""
"","null","html-keyboard-response","240","420886","0.0-1.0-1.119","null","","","","","","Correct!"
"","1027","canvas-keyboard-response","241","422418","0.0-1.0-0.120","f","true","10","true","response","true",""
"","null","html-keyboard-response","242","423934","0.0-1.0-1.120","null","","","","","","Correct!"
"","955","canvas-keyboard-response","243","425394","0.0-1.0-0.121","j","false","40","false","response","true",""
"","null","html-keyboard-response","244","426910","0.0-1.0-1.121","null","","","","","","Correct!"
"","761","canvas-keyboard-response","245","428176","0.0-1.0-0.122","j","false","40","false","response","true",""
"","null","html-keyboard-response","246","429686","0.0-1.0-1.122","null","","","","","","Correct!"
"","2325","canvas-keyboard-response","247","432515","0.0-1.0-0.123","f","true","30","true","response","true",""
"","null","html-keyboard-response","248","434030","0.0-1.0-1.123","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1191","canvas-keyboard-response","249","435726","0.0-1.0-0.124","j","false","40","false","response","true",""
"","null","html-keyboard-response","250","437238","0.0-1.0-1.124","null","","","","","","Correct!"
"","778","canvas-keyboard-response","251","438521","0.0-1.0-0.125","f","true","40","true","response","true",""
"","null","html-keyboard-response","252","440030","0.0-1.0-1.125","null","","","","","","Correct!"
"","939","canvas-keyboard-response","253","441474","0.0-1.0-0.126","f","true","30","false","response","true",""
"","null","html-keyboard-response","254","442982","0.0-1.0-1.126","null","","","","","","Correct!"
"","1518","canvas-keyboard-response","255","445005","0.0-1.0-0.127","j","false","30","true","response","true",""
"","null","html-keyboard-response","256","446518","0.0-1.0-1.127","null","","","","","","Correct!"
"","1254","canvas-keyboard-response","257","448277","0.0-1.0-0.128","f","true","40","true","response","true",""
"","null","html-keyboard-response","258","449790","0.0-1.0-1.128","null","","","","","","Correct!"
"","1357","canvas-keyboard-response","259","451652","0.0-1.0-0.129","f","true","10","false","response","true",""
"","null","html-keyboard-response","260","453166","0.0-1.0-1.129","null","","","","","","Correct!"
"","1306","canvas-keyboard-response","261","454977","0.0-1.0-0.130","j","false","20","true","response","true",""
"","null","html-keyboard-response","262","456486","0.0-1.0-1.130","null","","","","","","Correct!"
"","766","canvas-keyboard-response","263","457757","0.0-1.0-0.131","f","true","30","false","response","true",""
"","null","html-keyboard-response","264","459270","0.0-1.0-1.131","null","","","","","","Correct!"
"","1292","canvas-keyboard-response","265","461067","0.0-1.0-0.132","f","true","10","false","response","true",""
"","null","html-keyboard-response","266","462582","0.0-1.0-1.132","null","","","","","","Correct!"
"","2015","canvas-keyboard-response","267","465101","0.0-1.0-0.133","f","true","30","true","response","true",""
"","null","html-keyboard-response","268","466614","0.0-1.0-1.133","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","905","canvas-keyboard-response","269","468024","0.0-1.0-0.134","f","true","20","true","response","true",""
"","null","html-keyboard-response","270","469534","0.0-1.0-1.134","null","","","","","","Correct!"
"","1903","canvas-keyboard-response","271","471942","0.0-1.0-0.135","j","false","30","false","response","true",""
"","null","html-keyboard-response","272","473454","0.0-1.0-1.135","null","","","","","","Correct!"
"","1672","canvas-keyboard-response","273","475631","0.0-1.0-0.136","j","false","30","true","response","true",""
"","null","html-keyboard-response","274","477142","0.0-1.0-1.136","null","","","","","","Correct!"
"","769","canvas-keyboard-response","275","478415","0.0-1.0-0.137","j","false","10","true","response","true",""
"","null","html-keyboard-response","276","479926","0.0-1.0-1.137","null","","","","","","Correct!"
"","777","canvas-keyboard-response","277","481207","0.0-1.0-0.138","j","false","10","true","response","true",""
"","null","html-keyboard-response","278","482718","0.0-1.0-1.138","null","","","","","","Correct!"
"","1006","canvas-keyboard-response","279","484229","0.0-1.0-0.139","f","true","10","true","response","true",""
"","null","html-keyboard-response","280","485742","0.0-1.0-1.139","null","","","","","","Correct!"
"","989","canvas-keyboard-response","281","487235","0.0-1.0-0.140","f","true","20","false","response","true",""
"","null","html-keyboard-response","282","488750","0.0-1.0-1.140","null","","","","","","Correct!"
"","718","canvas-keyboard-response","283","489972","0.0-1.0-0.141","j","false","20","false","response","true",""
"","null","html-keyboard-response","284","491486","0.0-1.0-1.141","null","","","","","","Correct!"
"","1547","canvas-keyboard-response","285","493538","0.0-1.0-0.142","j","false","40","true","response","true",""
"","null","html-keyboard-response","286","495054","0.0-1.0-1.142","null","","","","","","Correct!"
"","796","canvas-keyboard-response","287","496355","0.0-1.0-0.143","f","true","20","false","response","true",""
"","null","html-keyboard-response","288","497870","0.0-1.0-1.143","null","","","","","","Correct!"
"","812","canvas-keyboard-response","289","499187","0.0-1.0-0.144","f","true","40","false","response","true",""
"","null","html-keyboard-response","290","500702","0.0-1.0-1.144","null","","","","","","Correct!"
"","971","canvas-keyboard-response","291","502178","0.0-1.0-0.145","j","false","20","false","response","true",""
"","null","html-keyboard-response","292","503686","0.0-1.0-1.145","null","","","","","","Correct!"
"","818","canvas-keyboard-response","293","505009","0.0-1.0-0.146","j","false","10","true","response","true",""
"","null","html-keyboard-response","294","506518","0.0-1.0-1.146","null","","","","","","Correct!"
"","886","canvas-keyboard-response","295","507908","0.0-1.0-0.147","f","true","10","true","response","true",""
"","null","html-keyboard-response","296","509422","0.0-1.0-1.147","null","","","","","","Correct!"
"","790","canvas-keyboard-response","297","510717","0.0-1.0-0.148","j","false","20","false","response","true",""
"","null","html-keyboard-response","298","512230","0.0-1.0-1.148","null","","","","","","Correct!"
"","767","canvas-keyboard-response","299","513501","0.0-1.0-0.149","f","true","20","false","response","true",""
"","null","html-keyboard-response","300","515014","0.0-1.0-1.149","null","","","","","","Correct!"
"","1718","canvas-keyboard-response","301","517236","0.0-1.0-0.150","j","false","20","true","response","true",""
"","null","html-keyboard-response","302","518750","0.0-1.0-1.150","null","","","","","","Correct!"
"","925","canvas-keyboard-response","303","520179","0.0-1.0-0.151","j","false","20","true","response","true",""
"","null","html-keyboard-response","304","521694","0.0-1.0-1.151","null","","","","","","Correct!"
