"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response","present","setSize","conjuction","task","correct","stimulus"
"","1782","canvas-keyboard-response","563","891834","0.0-1.0-0.281","j","false","40","true","response","true",""
"","null","html-keyboard-response","564","893336","0.0-1.0-1.281","null","","","","","","Correct!"
"","589","canvas-keyboard-response","565","894427","0.0-1.0-0.282","j","false","10","false","response","true",""
"","null","html-keyboard-response","566","895928","0.0-1.0-1.282","null","","","","","","Correct!"
"","566","canvas-keyboard-response","567","896995","0.0-1.0-0.283","j","false","30","false","response","true",""
"","null","html-keyboard-response","568","898498","0.0-1.0-1.283","null","","","","","","Correct!"
"","685","canvas-keyboard-response","569","899683","0.0-1.0-0.284","j","false","40","false","response","true",""
"","null","html-keyboard-response","570","901186","0.0-1.0-1.284","null","","","","","","Correct!"
"","1461","canvas-keyboard-response","571","903147","0.0-1.0-0.285","j","false","20","true","response","true",""
"","null","html-keyboard-response","572","904650","0.0-1.0-1.285","null","","","","","","Correct!"
"","902","canvas-keyboard-response","573","906052","0.0-1.0-0.286","f","true","30","false","response","true",""
"","null","html-keyboard-response","574","907553","0.0-1.0-1.286","null","","","","","","Correct!"
"","981","canvas-keyboard-response","575","909036","0.0-1.0-0.287","j","false","30","true","response","true",""
"","null","html-keyboard-response","576","910538","0.0-1.0-1.287","null","","","","","","Correct!"
"","1533","canvas-keyboard-response","577","912573","0.0-1.0-0.288","j","false","40","true","response","true",""
"","null","html-keyboard-response","578","914074","0.0-1.0-1.288","null","","","","","","Correct!"
"","694","canvas-keyboard-response","579","915269","0.0-1.0-0.289","j","false","10","false","response","true",""
"","null","html-keyboard-response","580","916770","0.0-1.0-1.289","null","","","","","","Correct!"
"","1750","canvas-keyboard-response","581","919021","0.0-1.0-0.290","f","true","40","true","response","true",""
"","null","html-keyboard-response","582","920523","0.0-1.0-1.290","null","","","","","","Correct!"
"","725","canvas-keyboard-response","583","921749","0.0-1.0-0.291","j","false","40","false","response","true",""
"","null","html-keyboard-response","584","923252","0.0-1.0-1.291","null","","","","","","Correct!"
"","1012","canvas-keyboard-response","585","924765","0.0-1.0-0.292","j","false","40","true","response","true",""
"","null","html-keyboard-response","586","926267","0.0-1.0-1.292","null","","","","","","Correct!"
"","550","canvas-keyboard-response","587","927317","0.0-1.0-0.293","f","true","30","false","response","true",""
"","null","html-keyboard-response","588","928819","0.0-1.0-1.293","null","","","","","","Correct!"
"","550","canvas-keyboard-response","589","929870","0.0-1.0-0.294","j","false","30","false","response","true",""
"","null","html-keyboard-response","590","931372","0.0-1.0-1.294","null","","","","","","Correct!"
"","772","canvas-keyboard-response","591","932646","0.0-1.0-0.295","j","false","30","false","response","true",""
"","null","html-keyboard-response","592","934148","0.0-1.0-1.295","null","","","","","","Correct!"
"","685","canvas-keyboard-response","593","935334","0.0-1.0-0.296","j","false","20","false","response","true",""
"","null","html-keyboard-response","594","936836","0.0-1.0-1.296","null","","","","","","Correct!"
"","1365","canvas-keyboard-response","595","938702","0.0-1.0-0.297","j","true","20","true","response","false",""
"","null","html-keyboard-response","596","940205","0.0-1.0-1.297","null","","","","","","Wrong"
"","836","canvas-keyboard-response","597","941543","0.0-1.0-0.298","f","true","10","false","response","true",""
"","null","html-keyboard-response","598","943045","0.0-1.0-1.298","null","","","","","","Correct!"
"","686","canvas-keyboard-response","599","944231","0.0-1.0-0.299","f","true","30","true","response","true",""
"","null","html-keyboard-response","600","945734","0.0-1.0-1.299","null","","","","","","Correct!"
"","572","canvas-keyboard-response","601","946807","0.0-1.0-0.300","f","true","30","false","response","true",""
"","null","html-keyboard-response","602","948309","0.0-1.0-1.300","null","","","","","","Correct!"
"","653","canvas-keyboard-response","603","949464","0.0-1.0-0.301","f","true","20","false","response","true",""
"","null","html-keyboard-response","604","950965","0.0-1.0-1.301","null","","","","","","Correct!"
"","766","canvas-keyboard-response","605","952232","0.0-1.0-0.302","f","true","30","false","response","true",""
"","null","html-keyboard-response","606","953733","0.0-1.0-1.302","null","","","","","","Correct!"
"","925","canvas-keyboard-response","607","955160","0.0-1.0-0.303","f","true","20","true","response","true",""
"","null","html-keyboard-response","608","956662","0.0-1.0-1.303","null","","","","","","Correct!"
"","1373","canvas-keyboard-response","609","958536","0.0-1.0-0.304","j","false","20","true","response","true",""
"","null","html-keyboard-response","610","960037","0.0-1.0-1.304","null","","","","","","Correct!"
"","1254","canvas-keyboard-response","611","961792","0.0-1.0-0.305","f","false","20","false","response","false",""
"","null","html-keyboard-response","612","963294","0.0-1.0-1.305","null","","","","","","Wrong"
"","2006","canvas-keyboard-response","613","965801","0.0-1.0-0.306","j","true","30","true","response","false",""
"","null","html-keyboard-response","614","967302","0.0-1.0-1.306","null","","","","","","Wrong<br><br><b>Work faster!</b>"
"","894","canvas-keyboard-response","615","968697","0.0-1.0-0.307","j","false","40","false","response","true",""
"","null","html-keyboard-response","616","970199","0.0-1.0-1.307","null","","","","","","Correct!"
"","1222","canvas-keyboard-response","617","971922","0.0-1.0-0.308","f","true","30","true","response","true",""
"","null","html-keyboard-response","618","973424","0.0-1.0-1.308","null","","","","","","Correct!"
"","700","canvas-keyboard-response","619","974625","0.0-1.0-0.309","j","true","10","true","response","false",""
"","null","html-keyboard-response","620","976127","0.0-1.0-1.309","null","","","","","","Wrong"
"","1421","canvas-keyboard-response","621","978050","0.0-1.0-0.310","j","false","10","true","response","true",""
"","null","html-keyboard-response","622","979552","0.0-1.0-1.310","null","","","","","","Correct!"
"","629","canvas-keyboard-response","623","980682","0.0-1.0-0.311","f","true","10","true","response","true",""
"","null","html-keyboard-response","624","982184","0.0-1.0-1.311","null","","","","","","Correct!"
"","749","canvas-keyboard-response","625","983434","0.0-1.0-0.312","f","true","10","true","response","true",""
"","null","html-keyboard-response","626","984937","0.0-1.0-1.312","null","","","","","","Correct!"
"","1741","canvas-keyboard-response","627","987179","0.0-1.0-0.313","j","true","20","false","response","false",""
"","null","html-keyboard-response","628","988680","0.0-1.0-1.313","null","","","","","","Wrong"
"","1838","canvas-keyboard-response","629","991019","0.0-1.0-0.314","j","false","30","true","response","true",""
"","null","html-keyboard-response","630","992521","0.0-1.0-1.314","null","","","","","","Correct!"
"","685","canvas-keyboard-response","631","993707","0.0-1.0-0.315","j","false","20","false","response","true",""
"","null","html-keyboard-response","632","995208","0.0-1.0-1.315","null","","","","","","Correct!"
"","606","canvas-keyboard-response","633","996315","0.0-1.0-0.316","j","false","30","false","response","true",""
"","null","html-keyboard-response","634","997817","0.0-1.0-1.316","null","","","","","","Correct!"
"","1621","canvas-keyboard-response","635","999940","0.0-1.0-0.317","j","true","40","true","response","false",""
"","null","html-keyboard-response","636","1001442","0.0-1.0-1.317","null","","","","","","Wrong"
"","1509","canvas-keyboard-response","637","1003452","0.0-1.0-0.318","f","true","40","true","response","true",""
"","null","html-keyboard-response","638","1004954","0.0-1.0-1.318","null","","","","","","Correct!"
"","1060","canvas-keyboard-response","639","1006516","0.0-1.0-0.319","f","true","20","true","response","true",""
"","null","html-keyboard-response","640","1008018","0.0-1.0-1.319","null","","","","","","Correct!"
"","26718","html-button-response","641","1035241","0.0-2.0","0","","","","","","<p><b>Results</b></p>
          <p>In the table, you can see mean response times for different search conditions:</p>
          <table><tr><th>Search type</th><th>Set size</th><th>Mean RT present</th><th>Mean RT absent</th></tr><tr><td>Feature</td><td>10</td><td>743.65</td><td>679.35</td></tr><tr><td>Feature</td><td>20</td><td>709.4</td><td>818.05</td></tr><tr><td>Feature</td><td>30</td><td>703.4</td><td>960.8</td></tr><tr><td>Feature</td><td>40</td><td>644.7</td><td>783.85</td></tr><tr><td>Conjunction</td><td>10</td><td>982.4</td><td>851.55</td></tr><tr><td>Conjunction</td><td>20</td><td>905.2</td><td>1182.7</td></tr><tr><td>Conjunction</td><td>30</td><td>1195.9</td><td>1596.5</td></tr><tr><td>Conjunction</td><td>40</td><td>1593.3</td><td>1624.85</td></tr></table>
          <p>Press any key to <b>save</b> the data and complete the experiment. Thank you!</p>"
