"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response","present","setSize","conjuction","task","correct","stimulus"
"","734","canvas-keyboard-response","307","470726","0.0-1.0-0.153","j","false","40","true","response","true",""
"","null","html-keyboard-response","308","472227","0.0-1.0-1.153","null","","","","","","Correct!"
"","587","canvas-keyboard-response","309","473318","0.0-1.0-0.154","j","false","10","false","response","true",""
"","null","html-keyboard-response","310","474820","0.0-1.0-1.154","null","","","","","","Correct!"
"","951","canvas-keyboard-response","311","476276","0.0-1.0-0.155","j","false","40","true","response","true",""
"","null","html-keyboard-response","312","477777","0.0-1.0-1.155","null","","","","","","Correct!"
"","582","canvas-keyboard-response","313","478864","0.0-1.0-0.156","f","true","30","false","response","true",""
"","null","html-keyboard-response","314","480367","0.0-1.0-1.156","null","","","","","","Correct!"
"","644","canvas-keyboard-response","315","481516","0.0-1.0-0.157","f","true","10","true","response","true",""
"","null","html-keyboard-response","316","483019","0.0-1.0-1.157","null","","","","","","Correct!"
"","645","canvas-keyboard-response","317","484170","0.0-1.0-0.158","f","true","20","true","response","true",""
"","null","html-keyboard-response","318","485673","0.0-1.0-1.158","null","","","","","","Correct!"
"","899","canvas-keyboard-response","319","487077","0.0-1.0-0.159","f","true","20","true","response","true",""
"","null","html-keyboard-response","320","488580","0.0-1.0-1.159","null","","","","","","Correct!"
"","954","canvas-keyboard-response","321","490038","0.0-1.0-0.160","j","false","10","true","response","true",""
"","null","html-keyboard-response","322","491540","0.0-1.0-1.160","null","","","","","","Correct!"
"","935","canvas-keyboard-response","323","492980","0.0-1.0-0.161","f","true","30","true","response","true",""
"","null","html-keyboard-response","324","494485","0.0-1.0-1.161","null","","","","","","Correct!"
"","831","canvas-keyboard-response","325","495818","0.0-1.0-0.162","f","true","20","false","response","true",""
"","null","html-keyboard-response","326","497322","0.0-1.0-1.162","null","","","","","","Correct!"
"","769","canvas-keyboard-response","327","498596","0.0-1.0-0.163","j","false","10","true","response","true",""
"","null","html-keyboard-response","328","500097","0.0-1.0-1.163","null","","","","","","Correct!"
"","684","canvas-keyboard-response","329","501286","0.0-1.0-0.164","j","false","20","false","response","true",""
"","null","html-keyboard-response","330","502789","0.0-1.0-1.164","null","","","","","","Correct!"
"","692","canvas-keyboard-response","331","503985","0.0-1.0-0.165","j","false","20","true","response","true",""
"","null","html-keyboard-response","332","505487","0.0-1.0-1.165","null","","","","","","Correct!"
"","865","canvas-keyboard-response","333","506858","0.0-1.0-0.166","j","false","40","true","response","true",""
"","null","html-keyboard-response","334","508360","0.0-1.0-1.166","null","","","","","","Correct!"
"","624","canvas-keyboard-response","335","509488","0.0-1.0-0.167","j","false","20","true","response","true",""
"","null","html-keyboard-response","336","510990","0.0-1.0-1.167","null","","","","","","Correct!"
"","702","canvas-keyboard-response","337","512196","0.0-1.0-0.168","j","false","30","false","response","true",""
"","null","html-keyboard-response","338","513697","0.0-1.0-1.168","null","","","","","","Correct!"
"","871","canvas-keyboard-response","339","515074","0.0-1.0-0.169","j","false","40","true","response","true",""
"","null","html-keyboard-response","340","516575","0.0-1.0-1.169","null","","","","","","Correct!"
"","571","canvas-keyboard-response","341","517648","0.0-1.0-0.170","f","true","10","false","response","true",""
"","null","html-keyboard-response","342","519150","0.0-1.0-1.170","null","","","","","","Correct!"
"","913","canvas-keyboard-response","343","520566","0.0-1.0-0.171","j","false","30","true","response","true",""
"","null","html-keyboard-response","344","522069","0.0-1.0-1.171","null","","","","","","Correct!"
"","850","canvas-keyboard-response","345","523422","0.0-1.0-0.172","j","false","30","true","response","true",""
"","null","html-keyboard-response","346","524925","0.0-1.0-1.172","null","","","","","","Correct!"
"","767","canvas-keyboard-response","347","526195","0.0-1.0-0.173","j","false","30","false","response","true",""
"","null","html-keyboard-response","348","527697","0.0-1.0-1.173","null","","","","","","Correct!"
"","630","canvas-keyboard-response","349","528830","0.0-1.0-0.174","j","false","10","false","response","true",""
"","null","html-keyboard-response","350","530333","0.0-1.0-1.174","null","","","","","","Correct!"
"","583","canvas-keyboard-response","351","531419","0.0-1.0-0.175","f","true","40","true","response","true",""
"","null","html-keyboard-response","352","532921","0.0-1.0-1.175","null","","","","","","Correct!"
"","622","canvas-keyboard-response","353","534046","0.0-1.0-0.176","f","true","30","true","response","true",""
"","null","html-keyboard-response","354","535548","0.0-1.0-1.176","null","","","","","","Correct!"
"","669","canvas-keyboard-response","355","536721","0.0-1.0-0.177","j","false","20","true","response","true",""
"","null","html-keyboard-response","356","538224","0.0-1.0-1.177","null","","","","","","Correct!"
"","562","canvas-keyboard-response","357","539293","0.0-1.0-0.178","f","true","40","false","response","true",""
"","null","html-keyboard-response","358","540797","0.0-1.0-1.178","null","","","","","","Correct!"
"","692","canvas-keyboard-response","359","541995","0.0-1.0-0.179","f","true","20","true","response","true",""
"","null","html-keyboard-response","360","543497","0.0-1.0-1.179","null","","","","","","Correct!"
"","778","canvas-keyboard-response","361","544781","0.0-1.0-0.180","j","true","40","true","response","false",""
"","null","html-keyboard-response","362","546284","0.0-1.0-1.180","null","","","","","","Wrong"
"","622","canvas-keyboard-response","363","547410","0.0-1.0-0.181","f","true","20","true","response","true",""
"","null","html-keyboard-response","364","548913","0.0-1.0-1.181","null","","","","","","Correct!"
"","761","canvas-keyboard-response","365","550179","0.0-1.0-0.182","f","true","20","false","response","true",""
"","null","html-keyboard-response","366","551681","0.0-1.0-1.182","null","","","","","","Correct!"
"","764","canvas-keyboard-response","367","552950","0.0-1.0-0.183","f","true","10","true","response","true",""
"","null","html-keyboard-response","368","554454","0.0-1.0-1.183","null","","","","","","Correct!"
"","934","canvas-keyboard-response","369","555891","0.0-1.0-0.184","j","false","10","true","response","true",""
"","null","html-keyboard-response","370","557393","0.0-1.0-1.184","null","","","","","","Correct!"
"","937","canvas-keyboard-response","371","558833","0.0-1.0-0.185","f","true","40","false","response","true",""
"","null","html-keyboard-response","372","560335","0.0-1.0-1.185","null","","","","","","Correct!"
"","1156","canvas-keyboard-response","373","561995","0.0-1.0-0.186","j","false","20","false","response","true",""
"","null","html-keyboard-response","374","563496","0.0-1.0-1.186","null","","","","","","Correct!"
"","561","canvas-keyboard-response","375","564561","0.0-1.0-0.187","j","false","20","false","response","true",""
"","null","html-keyboard-response","376","566063","0.0-1.0-1.187","null","","","","","","Correct!"
"","664","canvas-keyboard-response","377","567233","0.0-1.0-0.188","f","true","10","false","response","true",""
"","null","html-keyboard-response","378","568735","0.0-1.0-1.188","null","","","","","","Correct!"
"","1502","canvas-keyboard-response","379","570741","0.0-1.0-0.189","j","false","40","true","response","true",""
"","null","html-keyboard-response","380","572244","0.0-1.0-1.189","null","","","","","","Correct!"
"","990","canvas-keyboard-response","381","573737","0.0-1.0-0.190","j","false","40","true","response","true",""
"","null","html-keyboard-response","382","575239","0.0-1.0-1.190","null","","","","","","Correct!"
"","688","canvas-keyboard-response","383","576432","0.0-1.0-0.191","f","true","10","true","response","true",""
"","null","html-keyboard-response","384","577933","0.0-1.0-1.191","null","","","","","","Correct!"
"","945","canvas-keyboard-response","385","579383","0.0-1.0-0.192","j","true","30","true","response","false",""
"","null","html-keyboard-response","386","580886","0.0-1.0-1.192","null","","","","","","Wrong"
"","688","canvas-keyboard-response","387","582079","0.0-1.0-0.193","f","true","40","false","response","true",""
"","null","html-keyboard-response","388","583580","0.0-1.0-1.193","null","","","","","","Correct!"
"","1034","canvas-keyboard-response","389","585119","0.0-1.0-0.194","j","false","40","false","response","true",""
"","null","html-keyboard-response","390","586621","0.0-1.0-1.194","null","","","","","","Correct!"
"","532","canvas-keyboard-response","391","587659","0.0-1.0-0.195","f","true","40","false","response","true",""
"","null","html-keyboard-response","392","589160","0.0-1.0-1.195","null","","","","","","Correct!"
"","789","canvas-keyboard-response","393","590454","0.0-1.0-0.196","f","true","10","false","response","true",""
"","null","html-keyboard-response","394","591955","0.0-1.0-1.196","null","","","","","","Correct!"
"","997","canvas-keyboard-response","395","593457","0.0-1.0-0.197","j","false","30","false","response","true",""
"","null","html-keyboard-response","396","594958","0.0-1.0-1.197","null","","","","","","Correct!"
"","531","canvas-keyboard-response","397","595993","0.0-1.0-0.198","f","true","10","true","response","true",""
"","null","html-keyboard-response","398","597494","0.0-1.0-1.198","null","","","","","","Correct!"
"","747","canvas-keyboard-response","399","598744","0.0-1.0-0.199","j","false","10","true","response","true",""
"","null","html-keyboard-response","400","600247","0.0-1.0-1.199","null","","","","","","Correct!"
"","869","canvas-keyboard-response","401","601620","0.0-1.0-0.200","f","true","20","true","response","true",""
"","null","html-keyboard-response","402","603122","0.0-1.0-1.200","null","","","","","","Correct!"
"","911","canvas-keyboard-response","403","604538","0.0-1.0-0.201","j","false","30","true","response","true",""
"","null","html-keyboard-response","404","606040","0.0-1.0-1.201","null","","","","","","Correct!"
"","669","canvas-keyboard-response","405","607212","0.0-1.0-0.202","j","false","20","false","response","true",""
"","null","html-keyboard-response","406","608714","0.0-1.0-1.202","null","","","","","","Correct!"
"","528","canvas-keyboard-response","407","609746","0.0-1.0-0.203","f","true","40","false","response","true",""
"","null","html-keyboard-response","408","611248","0.0-1.0-1.203","null","","","","","","Correct!"
"","942","canvas-keyboard-response","409","612693","0.0-1.0-0.204","j","false","30","false","response","true",""
"","null","html-keyboard-response","410","614194","0.0-1.0-1.204","null","","","","","","Correct!"
"","525","canvas-keyboard-response","411","615224","0.0-1.0-0.205","f","true","30","false","response","true",""
"","null","html-keyboard-response","412","616727","0.0-1.0-1.205","null","","","","","","Correct!"
"","1523","canvas-keyboard-response","413","618753","0.0-1.0-0.206","f","true","30","true","response","true",""
"","null","html-keyboard-response","414","620255","0.0-1.0-1.206","null","","","","","","Correct!"
"","1259","canvas-keyboard-response","415","622017","0.0-1.0-0.207","j","false","30","false","response","true",""
"","null","html-keyboard-response","416","623520","0.0-1.0-1.207","null","","","","","","Correct!"
"","720","canvas-keyboard-response","417","624743","0.0-1.0-0.208","j","false","10","false","response","true",""
"","null","html-keyboard-response","418","626245","0.0-1.0-1.208","null","","","","","","Correct!"
"","706","canvas-keyboard-response","419","627454","0.0-1.0-0.209","f","true","40","true","response","true",""
"","null","html-keyboard-response","420","628956","0.0-1.0-1.209","null","","","","","","Correct!"
"","801","canvas-keyboard-response","421","630260","0.0-1.0-0.210","f","true","10","false","response","true",""
"","null","html-keyboard-response","422","631761","0.0-1.0-1.210","null","","","","","","Correct!"
"","682","canvas-keyboard-response","423","632948","0.0-1.0-0.211","f","true","10","true","response","true",""
"","null","html-keyboard-response","424","634450","0.0-1.0-1.211","null","","","","","","Correct!"
"","640","canvas-keyboard-response","425","635593","0.0-1.0-0.212","f","true","10","false","response","true",""
"","null","html-keyboard-response","426","637095","0.0-1.0-1.212","null","","","","","","Correct!"
"","680","canvas-keyboard-response","427","638279","0.0-1.0-0.213","f","true","30","true","response","true",""
"","null","html-keyboard-response","428","639782","0.0-1.0-1.213","null","","","","","","Correct!"
"","656","canvas-keyboard-response","429","640941","0.0-1.0-0.214","f","true","40","false","response","true",""
"","null","html-keyboard-response","430","642443","0.0-1.0-1.214","null","","","","","","Correct!"
"","1320","canvas-keyboard-response","431","644267","0.0-1.0-0.215","j","false","40","false","response","true",""
"","null","html-keyboard-response","432","645768","0.0-1.0-1.215","null","","","","","","Correct!"
"","1034","canvas-keyboard-response","433","647307","0.0-1.0-0.216","f","true","10","false","response","true",""
"","null","html-keyboard-response","434","648808","0.0-1.0-1.216","null","","","","","","Correct!"
"","1014","canvas-keyboard-response","435","650326","0.0-1.0-0.217","j","false","30","false","response","true",""
"","null","html-keyboard-response","436","651828","0.0-1.0-1.217","null","","","","","","Correct!"
"","895","canvas-keyboard-response","437","653227","0.0-1.0-0.218","f","true","20","true","response","true",""
"","null","html-keyboard-response","438","654729","0.0-1.0-1.218","null","","","","","","Correct!"
"","830","canvas-keyboard-response","439","656063","0.0-1.0-0.219","f","true","30","true","response","true",""
"","null","html-keyboard-response","440","657564","0.0-1.0-1.219","null","","","","","","Correct!"
"","1284","canvas-keyboard-response","441","659352","0.0-1.0-0.220","j","false","30","true","response","true",""
"","null","html-keyboard-response","442","660854","0.0-1.0-1.220","null","","","","","","Correct!"
"","1229","canvas-keyboard-response","443","662587","0.0-1.0-0.221","j","false","30","true","response","true",""
"","null","html-keyboard-response","444","664089","0.0-1.0-1.221","null","","","","","","Correct!"
"","1130","canvas-keyboard-response","445","665724","0.0-1.0-0.222","j","false","20","true","response","true",""
"","null","html-keyboard-response","446","667226","0.0-1.0-1.222","null","","","","","","Correct!"
"","834","canvas-keyboard-response","447","668563","0.0-1.0-0.223","j","false","20","true","response","true",""
"","null","html-keyboard-response","448","670066","0.0-1.0-1.223","null","","","","","","Correct!"
"","1039","canvas-keyboard-response","449","671607","0.0-1.0-0.224","j","false","20","false","response","true",""
"","null","html-keyboard-response","450","673109","0.0-1.0-1.224","null","","","","","","Correct!"
"","1101","canvas-keyboard-response","451","674713","0.0-1.0-0.225","j","false","30","false","response","true",""
"","null","html-keyboard-response","452","676216","0.0-1.0-1.225","null","","","","","","Correct!"
"","1082","canvas-keyboard-response","453","677801","0.0-1.0-0.226","j","false","40","true","response","true",""
"","null","html-keyboard-response","454","679303","0.0-1.0-1.226","null","","","","","","Correct!"
"","895","canvas-keyboard-response","455","680702","0.0-1.0-0.227","j","false","40","true","response","true",""
"","null","html-keyboard-response","456","682205","0.0-1.0-1.227","null","","","","","","Correct!"
"","628","canvas-keyboard-response","457","683336","0.0-1.0-0.228","f","true","20","true","response","true",""
"","null","html-keyboard-response","458","684838","0.0-1.0-1.228","null","","","","","","Correct!"
"","989","canvas-keyboard-response","459","686330","0.0-1.0-0.229","j","false","30","false","response","true",""
"","null","html-keyboard-response","460","687831","0.0-1.0-1.229","null","","","","","","Correct!"
"","1235","canvas-keyboard-response","461","689571","0.0-1.0-0.230","j","false","30","true","response","true",""
"","null","html-keyboard-response","462","691073","0.0-1.0-1.230","null","","","","","","Correct!"
"","1328","canvas-keyboard-response","463","692905","0.0-1.0-0.231","j","false","30","false","response","true",""
"","null","html-keyboard-response","464","694406","0.0-1.0-1.231","null","","","","","","Correct!"
"","717","canvas-keyboard-response","465","695628","0.0-1.0-0.232","j","false","10","true","response","true",""
"","null","html-keyboard-response","466","697130","0.0-1.0-1.232","null","","","","","","Correct!"
"","974","canvas-keyboard-response","467","698609","0.0-1.0-0.233","j","false","40","false","response","true",""
"","null","html-keyboard-response","468","700111","0.0-1.0-1.233","null","","","","","","Correct!"
"","1051","canvas-keyboard-response","469","701666","0.0-1.0-0.234","j","false","30","false","response","true",""
"","null","html-keyboard-response","470","703168","0.0-1.0-1.234","null","","","","","","Correct!"
"","609","canvas-keyboard-response","471","704281","0.0-1.0-0.235","f","true","20","false","response","true",""
"","null","html-keyboard-response","472","705783","0.0-1.0-1.235","null","","","","","","Correct!"
"","606","canvas-keyboard-response","473","706894","0.0-1.0-0.236","f","true","40","true","response","true",""
"","null","html-keyboard-response","474","708396","0.0-1.0-1.236","null","","","","","","Correct!"
"","1149","canvas-keyboard-response","475","710050","0.0-1.0-0.237","j","false","20","false","response","true",""
"","null","html-keyboard-response","476","711553","0.0-1.0-1.237","null","","","","","","Correct!"
"","852","canvas-keyboard-response","477","712912","0.0-1.0-0.238","j","false","40","false","response","true",""
"","null","html-keyboard-response","478","714416","0.0-1.0-1.238","null","","","","","","Correct!"
"","547","canvas-keyboard-response","479","715467","0.0-1.0-0.239","f","true","10","false","response","true",""
"","null","html-keyboard-response","480","716970","0.0-1.0-1.239","null","","","","","","Correct!"
"","628","canvas-keyboard-response","481","718103","0.0-1.0-0.240","f","false","20","true","response","false",""
"","null","html-keyboard-response","482","719605","0.0-1.0-1.240","null","","","","","","Wrong"
"","508","canvas-keyboard-response","483","720617","0.0-1.0-0.241","f","true","40","false","response","true",""
"","null","html-keyboard-response","484","722119","0.0-1.0-1.241","null","","","","","","Correct!"
"","752","canvas-keyboard-response","485","723376","0.0-1.0-0.242","j","false","20","true","response","true",""
"","null","html-keyboard-response","486","724881","0.0-1.0-1.242","null","","","","","","Correct!"
"","492","canvas-keyboard-response","487","725875","0.0-1.0-0.243","f","true","10","false","response","true",""
"","null","html-keyboard-response","488","727379","0.0-1.0-1.243","null","","","","","","Correct!"
"","1179","canvas-keyboard-response","489","729062","0.0-1.0-0.244","j","false","30","true","response","true",""
"","null","html-keyboard-response","490","730564","0.0-1.0-1.244","null","","","","","","Correct!"
"","580","canvas-keyboard-response","491","731649","0.0-1.0-0.245","f","true","30","false","response","true",""
"","null","html-keyboard-response","492","733150","0.0-1.0-1.245","null","","","","","","Correct!"
"","2022","canvas-keyboard-response","493","735676","0.0-1.0-0.246","j","false","20","true","response","true",""
"","null","html-keyboard-response","494","737178","0.0-1.0-1.246","null","","","","","","Correct!<br><br><b>Work faster!</b>"
"","1324","canvas-keyboard-response","495","739008","0.0-1.0-0.247","j","false","30","false","response","true",""
"","null","html-keyboard-response","496","740510","0.0-1.0-1.247","null","","","","","","Correct!"
"","664","canvas-keyboard-response","497","741679","0.0-1.0-0.248","f","true","20","false","response","true",""
"","null","html-keyboard-response","498","743180","0.0-1.0-1.248","null","","","","","","Correct!"
"","689","canvas-keyboard-response","499","744374","0.0-1.0-0.249","f","true","30","false","response","true",""
"","null","html-keyboard-response","500","745876","0.0-1.0-1.249","null","","","","","","Correct!"
"","598","canvas-keyboard-response","501","746978","0.0-1.0-0.250","j","false","10","false","response","true",""
"","null","html-keyboard-response","502","748480","0.0-1.0-1.250","null","","","","","","Correct!"
"","774","canvas-keyboard-response","503","749757","0.0-1.0-0.251","j","false","10","true","response","true",""
"","null","html-keyboard-response","504","751259","0.0-1.0-1.251","null","","","","","","Correct!"
"","696","canvas-keyboard-response","505","752458","0.0-1.0-0.252","f","true","10","true","response","true",""
"","null","html-keyboard-response","506","753960","0.0-1.0-1.252","null","","","","","","Correct!"
"","770","canvas-keyboard-response","507","755233","0.0-1.0-0.253","f","false","10","false","response","false",""
"","null","html-keyboard-response","508","756735","0.0-1.0-1.253","null","","","","","","Wrong"
"","756","canvas-keyboard-response","509","757995","0.0-1.0-0.254","f","true","10","false","response","true",""
"","null","html-keyboard-response","510","759497","0.0-1.0-1.254","null","","","","","","Correct!"
"","1042","canvas-keyboard-response","511","761043","0.0-1.0-0.255","j","false","40","true","response","true",""
"","null","html-keyboard-response","512","762545","0.0-1.0-1.255","null","","","","","","Correct!"
"","866","canvas-keyboard-response","513","763916","0.0-1.0-0.256","j","false","30","true","response","true",""
"","null","html-keyboard-response","514","765419","0.0-1.0-1.256","null","","","","","","Correct!"
"","772","canvas-keyboard-response","515","766694","0.0-1.0-0.257","j","false","40","false","response","true",""
"","null","html-keyboard-response","516","768196","0.0-1.0-1.257","null","","","","","","Correct!"
"","805","canvas-keyboard-response","517","769505","0.0-1.0-0.258","j","false","20","true","response","true",""
"","null","html-keyboard-response","518","771007","0.0-1.0-1.258","null","","","","","","Correct!"
"","817","canvas-keyboard-response","519","772330","0.0-1.0-0.259","f","true","10","true","response","true",""
"","null","html-keyboard-response","520","773834","0.0-1.0-1.259","null","","","","","","Correct!"
"","768","canvas-keyboard-response","521","775106","0.0-1.0-0.260","j","false","40","false","response","true",""
"","null","html-keyboard-response","522","776608","0.0-1.0-1.260","null","","","","","","Correct!"
"","986","canvas-keyboard-response","523","778099","0.0-1.0-0.261","j","false","40","false","response","true",""
"","null","html-keyboard-response","524","779602","0.0-1.0-1.261","null","","","","","","Correct!"
"","788","canvas-keyboard-response","525","780893","0.0-1.0-0.262","j","false","20","true","response","true",""
"","null","html-keyboard-response","526","782395","0.0-1.0-1.262","null","","","","","","Correct!"
"","644","canvas-keyboard-response","527","783544","0.0-1.0-0.263","f","true","40","false","response","true",""
"","null","html-keyboard-response","528","785047","0.0-1.0-1.263","null","","","","","","Correct!"
"","791","canvas-keyboard-response","529","786342","0.0-1.0-0.264","f","true","30","true","response","true",""
"","null","html-keyboard-response","530","787845","0.0-1.0-1.264","null","","","","","","Correct!"
"","792","canvas-keyboard-response","531","789141","0.0-1.0-0.265","j","false","30","true","response","true",""
"","null","html-keyboard-response","532","790642","0.0-1.0-1.265","null","","","","","","Correct!"
"","583","canvas-keyboard-response","533","791729","0.0-1.0-0.266","f","true","30","false","response","true",""
"","null","html-keyboard-response","534","793231","0.0-1.0-1.266","null","","","","","","Correct!"
"","756","canvas-keyboard-response","535","794491","0.0-1.0-0.267","f","true","10","true","response","true",""
"","null","html-keyboard-response","536","795993","0.0-1.0-1.267","null","","","","","","Correct!"
"","764","canvas-keyboard-response","537","797262","0.0-1.0-0.268","j","false","40","false","response","true",""
"","null","html-keyboard-response","538","798764","0.0-1.0-1.268","null","","","","","","Correct!"
"","526","canvas-keyboard-response","539","799795","0.0-1.0-0.269","f","true","40","true","response","true",""
"","null","html-keyboard-response","540","801297","0.0-1.0-1.269","null","","","","","","Correct!"
"","1095","canvas-keyboard-response","541","802895","0.0-1.0-0.270","f","true","40","true","response","true",""
"","null","html-keyboard-response","542","804397","0.0-1.0-1.270","null","","","","","","Correct!"
"","659","canvas-keyboard-response","543","805561","0.0-1.0-0.271","f","true","20","true","response","true",""
"","null","html-keyboard-response","544","807063","0.0-1.0-1.271","null","","","","","","Correct!"
"","876","canvas-keyboard-response","545","808443","0.0-1.0-0.272","j","false","30","false","response","true",""
"","null","html-keyboard-response","546","809945","0.0-1.0-1.272","null","","","","","","Correct!"
"","694","canvas-keyboard-response","547","811142","0.0-1.0-0.273","j","false","10","false","response","true",""
"","null","html-keyboard-response","548","812644","0.0-1.0-1.273","null","","","","","","Correct!"
"","705","canvas-keyboard-response","549","813853","0.0-1.0-0.274","f","true","40","true","response","true",""
"","null","html-keyboard-response","550","815354","0.0-1.0-1.274","null","","","","","","Correct!"
"","748","canvas-keyboard-response","551","816606","0.0-1.0-0.275","j","false","10","true","response","true",""
"","null","html-keyboard-response","552","818108","0.0-1.0-1.275","null","","","","","","Correct!"
"","676","canvas-keyboard-response","553","819288","0.0-1.0-0.276","f","true","40","false","response","true",""
"","null","html-keyboard-response","554","820790","0.0-1.0-1.276","null","","","","","","Correct!"
"","502","canvas-keyboard-response","555","821797","0.0-1.0-0.277","f","true","30","false","response","true",""
"","null","html-keyboard-response","556","823298","0.0-1.0-1.277","null","","","","","","Correct!"
"","697","canvas-keyboard-response","557","824499","0.0-1.0-0.278","j","false","30","false","response","true",""
"","null","html-keyboard-response","558","826001","0.0-1.0-1.278","null","","","","","","Correct!"
"","1165","canvas-keyboard-response","559","827670","0.0-1.0-0.279","j","false","40","true","response","true",""
"","null","html-keyboard-response","560","829172","0.0-1.0-1.279","null","","","","","","Correct!"
"","1067","canvas-keyboard-response","561","830743","0.0-1.0-0.280","j","false","40","false","response","true",""
"","null","html-keyboard-response","562","832243","0.0-1.0-1.280","null","","","","","","Correct!"
"","1245","canvas-keyboard-response","563","833992","0.0-1.0-0.281","j","false","20","true","response","true",""
"","null","html-keyboard-response","564","835494","0.0-1.0-1.281","null","","","","","","Correct!"
"","660","canvas-keyboard-response","565","836657","0.0-1.0-0.282","j","false","40","false","response","true",""
"","null","html-keyboard-response","566","838159","0.0-1.0-1.282","null","","","","","","Correct!"
"","641","canvas-keyboard-response","567","839305","0.0-1.0-0.283","j","false","10","true","response","true",""
"","null","html-keyboard-response","568","840807","0.0-1.0-1.283","null","","","","","","Correct!"
"","599","canvas-keyboard-response","569","841911","0.0-1.0-0.284","f","true","30","true","response","true",""
"","null","html-keyboard-response","570","843413","0.0-1.0-1.284","null","","","","","","Correct!"
"","690","canvas-keyboard-response","571","844606","0.0-1.0-0.285","j","true","20","true","response","false",""
"","null","html-keyboard-response","572","846109","0.0-1.0-1.285","null","","","","","","Wrong"
"","558","canvas-keyboard-response","573","847169","0.0-1.0-0.286","j","false","10","false","response","true",""
"","null","html-keyboard-response","574","848671","0.0-1.0-1.286","null","","","","","","Correct!"
"","479","canvas-keyboard-response","575","849654","0.0-1.0-0.287","f","true","40","false","response","true",""
"","null","html-keyboard-response","576","851156","0.0-1.0-1.287","null","","","","","","Correct!"
"","568","canvas-keyboard-response","577","852227","0.0-1.0-0.288","f","true","20","false","response","true",""
"","null","html-keyboard-response","578","853730","0.0-1.0-1.288","null","","","","","","Correct!"
"","1012","canvas-keyboard-response","579","855246","0.0-1.0-0.289","j","false","20","false","response","true",""
"","null","html-keyboard-response","580","856748","0.0-1.0-1.289","null","","","","","","Correct!"
"","875","canvas-keyboard-response","581","858127","0.0-1.0-0.290","j","false","20","false","response","true",""
"","null","html-keyboard-response","582","859629","0.0-1.0-1.290","null","","","","","","Correct!"
"","688","canvas-keyboard-response","583","860821","0.0-1.0-0.291","j","false","20","false","response","true",""
"","null","html-keyboard-response","584","862322","0.0-1.0-1.291","null","","","","","","Correct!"
"","1661","canvas-keyboard-response","585","864487","0.0-1.0-0.292","j","false","30","true","response","true",""
"","null","html-keyboard-response","586","865989","0.0-1.0-1.292","null","","","","","","Correct!"
"","638","canvas-keyboard-response","587","867129","0.0-1.0-0.293","f","true","40","true","response","true",""
"","null","html-keyboard-response","588","868632","0.0-1.0-1.293","null","","","","","","Correct!"
"","1054","canvas-keyboard-response","589","870190","0.0-1.0-0.294","j","false","30","true","response","true",""
"","null","html-keyboard-response","590","871692","0.0-1.0-1.294","null","","","","","","Correct!"
"","698","canvas-keyboard-response","591","872894","0.0-1.0-0.295","j","false","30","true","response","true",""
"","null","html-keyboard-response","592","874397","0.0-1.0-1.295","null","","","","","","Correct!"
"","641","canvas-keyboard-response","593","875543","0.0-1.0-0.296","j","false","40","false","response","true",""
"","null","html-keyboard-response","594","877045","0.0-1.0-1.296","null","","","","","","Correct!"
"","668","canvas-keyboard-response","595","878218","0.0-1.0-0.297","j","false","40","false","response","true",""
"","null","html-keyboard-response","596","879719","0.0-1.0-1.297","null","","","","","","Correct!"
"","614","canvas-keyboard-response","597","880836","0.0-1.0-0.298","j","false","20","false","response","true",""
"","null","html-keyboard-response","598","882338","0.0-1.0-1.298","null","","","","","","Correct!"
"","622","canvas-keyboard-response","599","883464","0.0-1.0-0.299","j","false","10","false","response","true",""
"","null","html-keyboard-response","600","884965","0.0-1.0-1.299","null","","","","","","Correct!"
"","774","canvas-keyboard-response","601","886243","0.0-1.0-0.300","j","false","10","true","response","true",""
"","null","html-keyboard-response","602","887746","0.0-1.0-1.300","null","","","","","","Correct!"
"","602","canvas-keyboard-response","603","888851","0.0-1.0-0.301","f","true","30","false","response","true",""
"","null","html-keyboard-response","604","890354","0.0-1.0-1.301","null","","","","","","Correct!"
"","678","canvas-keyboard-response","605","891534","0.0-1.0-0.302","j","false","30","true","response","true",""
"","null","html-keyboard-response","606","893037","0.0-1.0-1.302","null","","","","","","Correct!"
"","865","canvas-keyboard-response","607","894406","0.0-1.0-0.303","f","true","40","true","response","true",""
"","null","html-keyboard-response","608","895907","0.0-1.0-1.303","null","","","","","","Correct!"
"","687","canvas-keyboard-response","609","897098","0.0-1.0-0.304","f","true","30","false","response","true",""
"","null","html-keyboard-response","610","898600","0.0-1.0-1.304","null","","","","","","Correct!"
"","638","canvas-keyboard-response","611","899743","0.0-1.0-0.305","f","true","40","false","response","true",""
"","null","html-keyboard-response","612","901245","0.0-1.0-1.305","null","","","","","","Correct!"
"","601","canvas-keyboard-response","613","902349","0.0-1.0-0.306","f","true","40","true","response","true",""
"","null","html-keyboard-response","614","903851","0.0-1.0-1.306","null","","","","","","Correct!"
"","588","canvas-keyboard-response","615","904943","0.0-1.0-0.307","f","true","20","false","response","true",""
"","null","html-keyboard-response","616","906445","0.0-1.0-1.307","null","","","","","","Correct!"
"","629","canvas-keyboard-response","617","907576","0.0-1.0-0.308","f","true","40","true","response","true",""
"","null","html-keyboard-response","618","909078","0.0-1.0-1.308","null","","","","","","Correct!"
